country name,postcode,
UK,PO11,"""PO11"","
UK,PO12,"""PO12"","
UK,PO13,"""PO13"","
UK,PO14,"""PO14"","
UK,PO15,"""PO15"","
UK,PO16,"""PO16"","
UK,PO17,"""PO17"","
UK,PO18,"""PO18"","
UK,PO19,"""PO19"","
UK,BA1,"""BA1"","
UK,BA10,"""BA10"","
UK,BA11,"""BA11"","
UK,BA12,"""BA12"","
UK,BA13,"""BA13"","
UK,BA14,"""BA14"","
UK,BA15,"""BA15"","
UK,BA16,"""BA16"","
UK,BA2,"""BA2"","
UK,BA20,"""BA20"","
UK,BA21,"""BA21"","
UK,BA22,"""BA22"","
UK,BA3,"""BA3"","
UK,BA4,"""BA4"","
UK,BA5,"""BA5"","
UK,BA6,"""BA6"","
UK,BA7,"""BA7"","
UK,BA8,"""BA8"","
UK,BA9,"""BA9"","
UK,BH1,"""BH1"","
UK,BH10,"""BH10"","
UK,BH11,"""BH11"","
UK,BH12,"""BH12"","
UK,BH13,"""BH13"","
UK,BH14,"""BH14"","
UK,BH15,"""BH15"","
UK,BH16,"""BH16"","
UK,BH17,"""BH17"","
UK,BH18,"""BH18"","
UK,BH19,"""BH19"","
UK,BH2,"""BH2"","
UK,BH20,"""BH20"","
UK,BH21,"""BH21"","
UK,BH22,"""BH22"","
UK,BH23,"""BH23"","
UK,BH24,"""BH24"","
UK,BH25,"""BH25"","
UK,BH3,"""BH3"","
UK,BH31,"""BH31"","
UK,BH4,"""BH4"","
UK,BH5,"""BH5"","
UK,BH6,"""BH6"","
UK,BH7,"""BH7"","
UK,BH8,"""BH8"","
UK,BH9,"""BH9"","
UK,BS1,"""BS1"","
UK,BS0,"""BS0"","
UK,BS10,"""BS10"","
UK,BS11,"""BS11"","
UK,BS13,"""BS13"","
UK,BS14,"""BS14"","
UK,BS15,"""BS15"","
UK,BS16,"""BS16"","
UK,BS2,"""BS2"","
UK,BS20,"""BS20"","
UK,BS21,"""BS21"","
UK,BS22,"""BS22"","
UK,BS23,"""BS23"","
UK,BS24,"""BS24"","
UK,BS25,"""BS25"","
UK,BS26,"""BS26"","
UK,BS27,"""BS27"","
UK,BS28,"""BS28"","
UK,BS29,"""BS29"","
UK,BS3,"""BS3"","
UK,BS30,"""BS30"","
UK,BS31,"""BS31"","
UK,BS32,"""BS32"","
UK,BS34,"""BS34"","
UK,BS35,"""BS35"","
UK,BS36,"""BS36"","
UK,BS37,"""BS37"","
UK,BS39,"""BS39"","
UK,BS4,"""BS4"","
UK,BS40,"""BS40"","
UK,BS41,"""BS41"","
UK,BS48,"""BS48"","
UK,BS49,"""BS49"","
UK,BS5,"""BS5"","
UK,BS6,"""BS6"","
UK,BS7,"""BS7"","
UK,BS8,"""BS8"","
UK,BS80,"""BS80"","
UK,BS9,"""BS9"","
UK,BS98,"""BS98"","
UK,BS99,"""BS99"","
UK,DT1,"""DT1"","
UK,DT10,"""DT10"","
UK,DT11,"""DT11"","
UK,DT2,"""DT2"","
UK,DT3,"""DT3"","
UK,DT4,"""DT4"","
UK,DT5,"""DT5"","
UK,DT6,"""DT6"","
UK,DT7,"""DT7"","
UK,DT8,"""DT8"","
UK,DT9,"""DT9"","
UK,EX1,"""EX1"","
UK,EX10,"""EX10"","
UK,EX11,"""EX11"","
UK,EX12,"""EX12"","
UK,EX13,"""EX13"","
UK,EX14,"""EX14"","
UK,EX15,"""EX15"","
UK,EX16,"""EX16"","
UK,EX17,"""EX17"","
UK,EX18,"""EX18"","
UK,EX19,"""EX19"","
UK,EX2,"""EX2"","
UK,EX20,"""EX20"","
UK,EX21,"""EX21"","
UK,EX22,"""EX22"","
UK,EX23,"""EX23"","
UK,EX24,"""EX24"","
UK,EX3,"""EX3"","
UK,EX31,"""EX31"","
UK,EX32,"""EX32"","
UK,EX33,"""EX33"","
UK,EX34,"""EX34"","
UK,EX35,"""EX35"","
UK,EX36,"""EX36"","
UK,EX37,"""EX37"","
UK,EX38,"""EX38"","
UK,EX39,"""EX39"","
UK,EX4,"""EX4"","
UK,EX5,"""EX5"","
UK,EX6,"""EX6"","
UK,EX7,"""EX7"","
UK,EX8,"""EX8"","
UK,EX9,"""EX9"","
UK,GL1,"""GL1"","
UK,GL10,"""GL10"","
UK,GL11,"""GL11"","
UK,GL12,"""GL12"","
UK,GL13,"""GL13"","
UK,GL14,"""GL14"","
UK,GL15,"""GL15"","
UK,GL16,"""GL16"","
UK,GL17,"""GL17"","
UK,GL18,"""GL18"","
UK,GL19,"""GL19"","
UK,GL2,"""GL2"","
UK,GL20,"""GL20"","
UK,GL3,"""GL3"","
UK,GL4,"""GL4"","
UK,GL5,"""GL5"","
UK,GL50,"""GL50"","
UK,GL51,"""GL51"","
UK,GL52,"""GL52"","
UK,GL53,"""GL53"","
UK,GL54,"""GL54"","
UK,GL55,"""GL55"","
UK,GL56,"""GL56"","
UK,GL6,"""GL6"","
UK,GL7,"""GL7"","
UK,GL8,"""GL8"","
UK,GL9,"""GL9"","
UK,PL1,"""PL1"","
UK,PL10,"""PL10"","
UK,PL11,"""PL11"","
UK,PL12,"""PL12"","
UK,PL13,"""PL13"","
UK,PL14,"""PL14"","
UK,PL15,"""PL15"","
UK,PL16,"""PL16"","
UK,PL17,"""PL17"","
UK,PL18,"""PL18"","
UK,PL19,"""PL19"","
UK,PL2,"""PL2"","
UK,PL20,"""PL20"","
UK,PL21,"""PL21"","
UK,PL22,"""PL22"","
UK,PL23,"""PL23"","
UK,PL24,"""PL24"","
UK,PL25,"""PL25"","
UK,PL26,"""PL26"","
UK,PL27,"""PL27"","
UK,PL28,"""PL28"","
UK,PL29,"""PL29"","
UK,PL3,"""PL3"","
UK,PL30,"""PL30"","
UK,PL31,"""PL31"","
UK,PL32,"""PL32"","
UK,PL33,"""PL33"","
UK,PL34,"""PL34"","
UK,PL35,"""PL35"","
UK,PL4,"""PL4"","
UK,PL5,"""PL5"","
UK,PL6,"""PL6"","
UK,PL7,"""PL7"","
UK,PL8,"""PL8"","
UK,PL9,"""PL9"","
UK,PL95,"""PL95"","
UK,SN1,"""SN1"","
UK,SN10,"""SN10"","
UK,SN11,"""SN11"","
UK,SN12,"""SN12"","
UK,SN13,"""SN13"","
UK,SN14,"""SN14"","
UK,SN15,"""SN15"","
UK,SN16,"""SN16"","
UK,SN2,"""SN2"","
UK,SN25,"""SN25"","
UK,SN26,"""SN26"","
UK,SN3,"""SN3"","
UK,SN38,"""SN38"","
UK,SN4,"""SN4"","
UK,SN5,"""SN5"","
UK,SN6,"""SN6"","
UK,SN7,"""SN7"","
UK,SN8,"""SN8"","
UK,SN9,"""SN9"","
UK,SN99,"""SN99"","
UK,SP1,"""SP1"","
UK,SP10,"""SP10"","
UK,SP11,"""SP11"","
UK,SP2,"""SP2"","
UK,SP3,"""SP3"","
UK,SP4,"""SP4"","
UK,SP5,"""SP5"","
UK,SP6,"""SP6"","
UK,SP7,"""SP7"","
UK,SP8,"""SP8"","
UK,SP9,"""SP9"","
UK,TA1,"""TA1"","
UK,TA10,"""TA10"","
UK,TA11,"""TA11"","
UK,TA12,"""TA12"","
UK,TA13,"""TA13"","
UK,TA14,"""TA14"","
UK,TA15,"""TA15"","
UK,TA16,"""TA16"","
UK,TA17,"""TA17"","
UK,TA18,"""TA18"","
UK,TA19,"""TA19"","
UK,TA2,"""TA2"","
UK,TA20,"""TA20"","
UK,TA21,"""TA21"","
UK,TA22,"""TA22"","
UK,TA23,"""TA23"","
UK,TA24,"""TA24"","
UK,TA3,"""TA3"","
UK,TA4,"""TA4"","
UK,TA5,"""TA5"","
UK,TA6,"""TA6"","
UK,TA7,"""TA7"","
UK,TA8,"""TA8"","
UK,TA9,"""TA9"","
UK,TQ1,"""TQ1"","
UK,TQ10,"""TQ10"","
UK,TQ11,"""TQ11"","
UK,TQ12,"""TQ12"","
UK,TQ13,"""TQ13"","
UK,TQ14,"""TQ14"","
UK,TQ2,"""TQ2"","
UK,TQ3,"""TQ3"","
UK,TQ4,"""TQ4"","
UK,TQ5,"""TQ5"","
UK,TQ6,"""TQ6"","
UK,TQ7,"""TQ7"","
UK,TQ8,"""TQ8"","
UK,TQ9,"""TQ9"","
UK,TR1,"""TR1"","
UK,TR10,"""TR10"","
UK,TR11,"""TR11"","
UK,TR12,"""TR12"","
UK,TR13,"""TR13"","
UK,TR14,"""TR14"","
UK,TR15,"""TR15"","
UK,TR16,"""TR16"","
UK,TR17,"""TR17"","
UK,TR18,"""TR18"","
UK,TR19,"""TR19"","
UK,TR2,"""TR2"","
UK,TR20,"""TR20"","
UK,TR21,"""TR21"","
UK,TR22,"""TR22"","
UK,TR23,"""TR23"","
UK,TR24,"""TR24"","
UK,TR25,"""TR25"","
UK,TR26,"""TR26"","
UK,TR27,"""TR27"","
UK,TR3,"""TR3"","
UK,TR4,"""TR4"","
UK,TR5,"""TR5"","
UK,TR6,"""TR6"","
UK,TR7,"""TR7"","
UK,TR8,"""TR8"","
UK,TR9,"""TR9"","
UK,TR93,"""TR93"","
UK,CF10,"""CF10"","
UK,CF11,"""CF11"","
UK,CF14,"""CF14"","
UK,CF15,"""CF15"","
UK,CF23,"""CF23"","
UK,CF24,"""CF24"","
UK,CF3,"""CF3"","
UK,CF30,"""CF30"","
UK,CF31,"""CF31"","
UK,CF32,"""CF32"","
UK,CF33,"""CF33"","
UK,CF34,"""CF34"","
UK,CF35,"""CF35"","
UK,CF36,"""CF36"","
UK,CF37,"""CF37"","
UK,CF39,"""CF39"","
UK,CF38,"""CF38"","
UK,CF40,"""CF40"","
UK,CF41,"""CF41"","
UK,CF42,"""CF42"","
UK,CF43,"""CF43"","
UK,CF44,"""CF44"","
UK,CF45,"""CF45"","
UK,CF46,"""CF46"","
UK,CF47,"""CF47"","
UK,CF48,"""CF48"","
UK,CF5,"""CF5"","
UK,CF61,"""CF61"","
UK,CF62,"""CF62"","
UK,CF63,"""CF63"","
UK,CF64,"""CF64"","
UK,CF71,"""CF71"","
UK,CF72,"""CF72"","
UK,CF81,"""CF81"","
UK,CF82,"""CF82"","
UK,CF83,"""CF83"","
UK,CF91,"""CF91"","
UK,CF95,"""CF95"","
UK,CF99,"""CF99"","
UK,LD1,"""LD1"","
UK,LD2,"""LD2"","
UK,LD3,"""LD3"","
UK,LD4,"""LD4"","
UK,LD5,"""LD5"","
UK,LD6,"""LD6"","
UK,LD7,"""LD7"","
UK,LD8,"""LD8"","
UK,LL11,"""LL11"","
UK,LL12,"""LL12"","
UK,LL13,"""LL13"","
UK,LL14,"""LL14"","
UK,LL15,"""LL15"","
UK,LL16,"""LL16"","
UK,LL17,"""LL17"","
UK,LL18,"""LL18"","
UK,LL19,"""LL19"","
UK,LL20,"""LL20"","
UK,LL21,"""LL21"","
UK,LL22,"""LL22"","
UK,LL23,"""LL23"","
UK,LL24,"""LL24"","
UK,LL25,"""LL25"","
UK,LL26,"""LL26"","
UK,LL27,"""LL27"","
UK,LL28,"""LL28"","
UK,LL29,"""LL29"","
UK,LL30,"""LL30"","
UK,LL31,"""LL31"","
UK,LL32,"""LL32"","
UK,LL33,"""LL33"","
UK,LL34,"""LL34"","
UK,LL35,"""LL35"","
UK,LL36,"""LL36"","
UK,LL37,"""LL37"","
UK,LL38,"""LL38"","
UK,LL39,"""LL39"","
UK,LL40,"""LL40"","
UK,LL41,"""LL41"","
UK,LL42,"""LL42"","
UK,LL43,"""LL43"","
UK,LL44,"""LL44"","
UK,LL45,"""LL45"","
UK,LL46,"""LL46"","
UK,LL47,"""LL47"","
UK,LL48,"""LL48"","
UK,LL49,"""LL49"","
UK,LL51,"""LL51"","
UK,LL52,"""LL52"","
UK,LL53,"""LL53"","
UK,LL54,"""LL54"","
UK,LL55,"""LL55"","
UK,LL56,"""LL56"","
UK,LL57,"""LL57"","
UK,LL58,"""LL58"","
UK,LL59,"""LL59"","
UK,LL60,"""LL60"","
UK,LL61,"""LL61"","
UK,LL62,"""LL62"","
UK,LL63,"""LL63"","
UK,LL64,"""LL64"","
UK,LL65,"""LL65"","
UK,LL66,"""LL66"","
UK,LL67,"""LL67"","
UK,LL68,"""LL68"","
UK,LL69,"""LL69"","
UK,LL70,"""LL70"","
UK,LL71,"""LL71"","
UK,LL72,"""LL72"","
UK,LL74,"""LL74"","
UK,LL73,"""LL73"","
UK,LL75,"""LL75"","
UK,LL76,"""LL76"","
UK,LL77,"""LL77"","
UK,LL78,"""LL78"","
UK,NP10,"""NP10"","
UK,NP11,"""NP11"","
UK,NP12,"""NP12"","
UK,NP13,"""NP13"","
UK,NP15,"""NP15"","
UK,NP16,"""NP16"","
UK,NP18,"""NP18"","
UK,NP19,"""NP19"","
UK,NP20,"""NP20"","
UK,NP22,"""NP22"","
UK,NP23,"""NP23"","
UK,NP24,"""NP24"","
UK,NP25,"""NP25"","
UK,NP26,"""NP26"","
UK,NP4,"""NP4"","
UK,NP44,"""NP44"","
UK,NP7,"""NP7"","
UK,NP8,"""NP8"","
UK,SA1,"""SA1"","
UK,SA10,"""SA10"","
UK,SA11,"""SA11"","
UK,SA12,"""SA12"","
UK,SA13,"""SA13"","
UK,SA14,"""SA14"","
UK,SA15,"""SA15"","
UK,SA16,"""SA16"","
UK,SA17,"""SA17"","
UK,SA18,"""SA18"","
UK,SA19,"""SA19"","
UK,SA2,"""SA2"","
UK,SA20,"""SA20"","
UK,SA3,"""SA3"","
UK,SA31,"""SA31"","
UK,SA32,"""SA32"","
UK,SA33,"""SA33"","
UK,SA34,"""SA34"","
UK,SA35,"""SA35"","
UK,SA36,"""SA36"","
UK,SA37,"""SA37"","
UK,SA38,"""SA38"","
UK,SA39,"""SA39"","
UK,SA4,"""SA4"","
UK,SA40,"""SA40"","
UK,SA41,"""SA41"","
UK,SA42,"""SA42"","
UK,SA43,"""SA43"","
UK,SA44,"""SA44"","
UK,SA45,"""SA45"","
UK,SA46,"""SA46"","
UK,SA47,"""SA47"","
UK,SA48,"""SA48"","
UK,SA5,"""SA5"","
UK,SA6,"""SA6"","
UK,SA61,"""SA61"","
UK,SA62,"""SA62"","
UK,SA63,"""SA63"","
UK,SA64,"""SA64"","
UK,SA65,"""SA65"","
UK,SA66,"""SA66"","
UK,SA67,"""SA67"","
UK,SA68,"""SA68"","
UK,SA69,"""SA69"","
UK,SA7,"""SA7"","
UK,SA70,"""SA70"","
UK,SA71,"""SA71"","
UK,SA72,"""SA72"","
UK,SA73,"""SA73"","
UK,SA8,"""SA8"","
UK,SA80,"""SA80"","
UK,SA9,"""SA9"","
UK,SA99,"""SA99"","
UK,SY1,"""SY1"","
UK,SY10,"""SY10"","
UK,SY11,"""SY11"","
UK,SY12,"""SY12"","
UK,SY13,"""SY13"","
UK,SY14,"""SY14"","
UK,SY15,"""SY15"","
UK,SY16,"""SY16"","
UK,SY17,"""SY17"","
UK,SY18,"""SY18"","
UK,SY19,"""SY19"","
UK,SY2,"""SY2"","
UK,SY20,"""SY20"","
UK,SY21,"""SY21"","
UK,SY22,"""SY22"","
UK,SY23,"""SY23"","
UK,SY24,"""SY24"","
UK,SY25,"""SY25"","
UK,SY3,"""SY3"","
UK,SY4,"""SY4"","
UK,SY5,"""SY5"","
UK,SY6,"""SY6"","
UK,SY7,"""SY7"","
UK,SY8,"""SY8"","
UK,SY9,"""SY9"","
UK,SY99,"""SY99"","
UK,PO7,"""PO7"","
UK,PO20,"""PO20"","
UK,PO8,"""PO8"","
UK,PO9,"""PO9"","
UK,RG1,"""RG1"","
UK,RG10,"""RG10"","
UK,RG12,"""RG12"","
UK,RG14,"""RG14"","
UK,RG17,"""RG17"","
UK,RG18,"""RG18"","
UK,RG19,"""RG19"","
UK,RG2,"""RG2"","
UK,RG20,"""RG20"","
UK,RG21,"""RG21"","
UK,RG22,"""RG22"","
UK,RG23,"""RG23"","
UK,RG24,"""RG24"","
UK,RG25,"""RG25"","
UK,RG26,"""RG26"","
UK,RG27,"""RG27"","
UK,RG28,"""RG28"","
UK,RG29,"""RG29"","
UK,RG30,"""RG30"","
UK,RG31,"""RG31"","
UK,RG4,"""RG4"","
UK,RG40,"""RG40"","
UK,RG41,"""RG41"","
UK,RG42,"""RG42"","
UK,RG45,"""RG45"","
UK,RG5,"""RG5"","
UK,RG6,"""RG6"","
UK,RG7,"""RG7"","
UK,RG8,"""RG8"","
UK,RG9,"""RG9"","
UK,RH1,"""RH1"","
UK,RH10,"""RH10"","
UK,RH11,"""RH11"","
UK,RH12,"""RH12"","
UK,RH13,"""RH13"","
UK,RH14,"""RH14"","
UK,RH15,"""RH15"","
UK,RH16,"""RH16"","
UK,RH17,"""RH17"","
UK,RH18,"""RH18"","
UK,RH19,"""RH19"","
UK,RH2,"""RH2"","
UK,RH20,"""RH20"","
UK,RH3,"""RH3"","
UK,RH4,"""RH4"","
UK,RH5,"""RH5"","
UK,RH6,"""RH6"","
UK,RH7,"""RH7"","
UK,RH77,"""RH77"","
UK,RH8,"""RH8"","
UK,RH9,"""RH9"","
UK,SL0,"""SL0"","
UK,SL1,"""SL1"","
UK,SL2,"""SL2"","
UK,SL3,"""SL3"","
UK,SL4,"""SL4"","
UK,SL5,"""SL5"","
UK,SL6,"""SL6"","
UK,SL60,"""SL60"","
UK,SL7,"""SL7"","
UK,SL8,"""SL8"","
UK,SL9,"""SL9"","
UK,SL95,"""SL95"","
UK,SO14,"""SO14"","
UK,SO15,"""SO15"","
UK,SO16,"""SO16"","
UK,SO17,"""SO17"","
UK,SO18,"""SO18"","
UK,SO19,"""SO19"","
UK,SO20,"""SO20"","
UK,SO21,"""SO21"","
UK,SO22,"""SO22"","
UK,SO23,"""SO23"","
UK,SO24,"""SO24"","
UK,SO30,"""SO30"","
UK,SO31,"""SO31"","
UK,SO32,"""SO32"","
UK,SO40,"""SO40"","
UK,SO41,"""SO41"","
UK,SO42,"""SO42"","
UK,SO43,"""SO43"","
UK,SO45,"""SO45"","
UK,SO50,"""SO50"","
UK,SO51,"""SO51"","
UK,SO52,"""SO52"","
UK,SO53,"""SO53"","
UK,SO97,"""SO97"","
UK,SS0,"""SS0"","
UK,SS1,"""SS1"","
UK,SS11,"""SS11"","
UK,SS12,"""SS12"","
UK,SS13,"""SS13"","
UK,SS14,"""SS14"","
UK,SS15,"""SS15"","
UK,SS16,"""SS16"","
UK,SS17,"""SS17"","
UK,SS2,"""SS2"","
UK,SS22,"""SS22"","
UK,SS3,"""SS3"","
UK,SS4,"""SS4"","
UK,SS5,"""SS5"","
UK,SS6,"""SS6"","
UK,SS7,"""SS7"","
UK,SS8,"""SS8"","
UK,SS9,"""SS9"","
UK,SS99,"""SS99"","
UK,AL1,"""AL1"","
UK,AL10,"""AL10"","
UK,AL2,"""AL2"","
UK,AL3,"""AL3"","
UK,AL4,"""AL4"","
UK,AL5,"""AL5"","
UK,AL6,"""AL6"","
UK,AL7,"""AL7"","
UK,AL8,"""AL8"","
UK,AL9,"""AL9"","
UK,SG1,"""SG1"","
UK,SG10,"""SG10"","
UK,SG11,"""SG11"","
UK,SG12,"""SG12"","
UK,SG13,"""SG13"","
UK,SG14,"""SG14"","
UK,SG15,"""SG15"","
UK,SG16,"""SG16"","
UK,SG17,"""SG17"","
UK,SG18,"""SG18"","
UK,SG19,"""SG19"","
UK,SG2,"""SG2"","
UK,SG3,"""SG3"","
UK,SG4,"""SG4"","
UK,SG5,"""SG5"","
UK,SG6,"""SG6"","
UK,SG7,"""SG7"","
UK,SG8,"""SG8"","
UK,SG9,"""SG9"","
UK,TN1,"""TN1"","
UK,TN10,"""TN10"","
UK,TN11,"""TN11"","
UK,TN12,"""TN12"","
UK,TN13,"""TN13"","
UK,TN14,"""TN14"","
UK,TN15,"""TN15"","
UK,TN16,"""TN16"","
UK,TN17,"""TN17"","
UK,TN18,"""TN18"","
UK,TN19,"""TN19"","
UK,TN2,"""TN2"","
UK,TN20,"""TN20"","
UK,TN21,"""TN21"","
UK,TN22,"""TN22"","
UK,TN23,"""TN23"","
UK,TN24,"""TN24"","
UK,TN25,"""TN25"","
UK,TN26,"""TN26"","
UK,TN27,"""TN27"","
UK,TN28,"""TN28"","
UK,TN29,"""TN29"","
UK,TN3,"""TN3"","
UK,TN30,"""TN30"","
UK,TN31,"""TN31"","
UK,TN32,"""TN32"","
UK,TN33,"""TN33"","
UK,TN34,"""TN34"","
UK,TN35,"""TN35"","
UK,TN36,"""TN36"","
UK,TN37,"""TN37"","
UK,TN38,"""TN38"","
UK,TN39,"""TN39"","
UK,TN4,"""TN4"","
UK,TN40,"""TN40"","
UK,TN5,"""TN5"","
UK,TN6,"""TN6"","
UK,TN7,"""TN7"","
UK,TN8,"""TN8"","
UK,TN9,"""TN9"","
UK,PO6,"""PO6"","
UK,PO2,"""PO2"","
UK,B1,"""B1"","
UK,B10,"""B10"","
UK,B11,"""B11"","
UK,B12,"""B12"","
UK,B13,"""B13"","
UK,B14,"""B14"","
UK,B15,"""B15"","
UK,B16,"""B16"","
UK,B17,"""B17"","
UK,B18,"""B18"","
UK,B19,"""B19"","
UK,B2,"""B2"","
UK,B20,"""B20"","
UK,B21,"""B21"","
UK,B22,"""B22"","
UK,B23,"""B23"","
UK,B24,"""B24"","
UK,B25,"""B25"","
UK,B26,"""B26"","
UK,B27,"""B27"","
UK,B28,"""B28"","
UK,B29,"""B29"","
UK,B3,"""B3"","
UK,B30,"""B30"","
UK,B31,"""B31"","
UK,B32,"""B32"","
UK,B33,"""B33"","
UK,B34,"""B34"","
UK,B35,"""B35"","
UK,B36,"""B36"","
UK,B37,"""B37"","
UK,B38,"""B38"","
UK,B4,"""B4"","
UK,B40,"""B40"","
UK,B42,"""B42"","
UK,B43,"""B43"","
UK,B44,"""B44"","
UK,B45,"""B45"","
UK,B46,"""B46"","
UK,B47,"""B47"","
UK,B48,"""B48"","
UK,B49,"""B49"","
UK,B5,"""B5"","
UK,B50,"""B50"","
UK,B6,"""B6"","
UK,B60,"""B60"","
UK,B61,"""B61"","
UK,B62,"""B62"","
UK,B63,"""B63"","
UK,B64,"""B64"","
UK,B65,"""B65"","
UK,B66,"""B66"","
UK,B67,"""B67"","
UK,B68,"""B68"","
UK,B69,"""B69"","
UK,B7,"""B7"","
UK,B70,"""B70"","
UK,B71,"""B71"","
UK,B72,"""B72"","
UK,B73,"""B73"","
UK,B74,"""B74"","
UK,B75,"""B75"","
UK,B76,"""B76"","
UK,B77,"""B77"","
UK,B78,"""B78"","
UK,B79,"""B79"","
UK,B8,"""B8"","
UK,B80,"""B80"","
UK,B9,"""B9"","
UK,B90,"""B90"","
UK,B91,"""B91"","
UK,B92,"""B92"","
UK,B93,"""B93"","
UK,B94,"""B94"","
UK,B95,"""B95"","
UK,B96,"""B96"","
UK,B97,"""B97"","
UK,B98,"""B98"","
UK,B99,"""B99"","
UK,CV1,"""CV1"","
UK,CV10,"""CV10"","
UK,CV11,"""CV11"","
UK,CV12,"""CV12"","
UK,CV13,"""CV13"","
UK,CV2,"""CV2"","
UK,CV21,"""CV21"","
UK,CV22,"""CV22"","
UK,CV23,"""CV23"","
UK,CV3,"""CV3"","
UK,CV31,"""CV31"","
UK,CV32,"""CV32"","
UK,CV33,"""CV33"","
UK,CV34,"""CV34"","
UK,CV35,"""CV35"","
UK,CV36,"""CV36"","
UK,CV37,"""CV37"","
UK,CV4,"""CV4"","
UK,CV47,"""CV47"","
UK,CV5,"""CV5"","
UK,CV6,"""CV6"","
UK,CV7,"""CV7"","
UK,CV8,"""CV8"","
UK,CV9,"""CV9"","
UK,DY1,"""DY1"","
UK,DY10,"""DY10"","
UK,DY11,"""DY11"","
UK,DY12,"""DY12"","
UK,DY13,"""DY13"","
UK,DY14,"""DY14"","
UK,DY2,"""DY2"","
UK,DY3,"""DY3"","
UK,DY4,"""DY4"","
UK,DY5,"""DY5"","
UK,DY6,"""DY6"","
UK,DY7,"""DY7"","
UK,DY8,"""DY8"","
UK,DY9,"""DY9"","
UK,HR1,"""HR1"","
UK,HR2,"""HR2"","
UK,HR3,"""HR3"","
UK,HR4,"""HR4"","
UK,HR5,"""HR5"","
UK,HR6,"""HR6"","
UK,HR7,"""HR7"","
UK,HR8,"""HR8"","
UK,HR9,"""HR9"","
UK,NN1,"""NN1"","
UK,NN10,"""NN10"","
UK,NN11,"""NN11"","
UK,NN12,"""NN12"","
UK,NN13,"""NN13"","
UK,NN14,"""NN14"","
UK,NN15,"""NN15"","
UK,NN16,"""NN16"","
UK,NN17,"""NN17"","
UK,NN18,"""NN18"","
UK,NN2,"""NN2"","
UK,NN29,"""NN29"","
UK,NN3,"""NN3"","
UK,NN4,"""NN4"","
UK,NN5,"""NN5"","
UK,NN6,"""NN6"","
UK,NN7,"""NN7"","
UK,NN8,"""NN8"","
UK,NN9,"""NN9"","
UK,ST1,"""ST1"","
UK,ST10,"""ST10"","
UK,ST11,"""ST11"","
UK,ST12,"""ST12"","
UK,ST13,"""ST13"","
UK,ST14,"""ST14"","
UK,ST15,"""ST15"","
UK,ST16,"""ST16"","
UK,ST17,"""ST17"","
UK,ST18,"""ST18"","
UK,ST19,"""ST19"","
UK,ST2,"""ST2"","
UK,ST20,"""ST20"","
UK,ST21,"""ST21"","
UK,ST3,"""ST3"","
UK,ST4,"""ST4"","
UK,ST5,"""ST5"","
UK,ST55,"""ST55"","
UK,ST6,"""ST6"","
UK,ST7,"""ST7"","
UK,ST8,"""ST8"","
UK,ST9,"""ST9"","
UK,TF1,"""TF1"","
UK,TF10,"""TF10"","
UK,TF11,"""TF11"","
UK,TF12,"""TF12"","
UK,TF13,"""TF13"","
UK,TF2,"""TF2"","
UK,TF3,"""TF3"","
UK,TF4,"""TF4"","
UK,TF5,"""TF5"","
UK,TF6,"""TF6"","
UK,TF7,"""TF7"","
UK,TF8,"""TF8"","
UK,TF9,"""TF9"","
UK,WR1,"""WR1"","
UK,WR10,"""WR10"","
UK,WR11,"""WR11"","
UK,WR12,"""WR12"","
UK,WR13,"""WR13"","
UK,WR14,"""WR14"","
UK,WR15,"""WR15"","
UK,WR2,"""WR2"","
UK,WR3,"""WR3"","
UK,WR4,"""WR4"","
UK,WR5,"""WR5"","
UK,WR6,"""WR6"","
UK,WR7,"""WR7"","
UK,WR78,"""WR78"","
UK,WR8,"""WR8"","
UK,WR9,"""WR9"","
UK,WR99,"""WR99"","
UK,WS1,"""WS1"","
UK,WS10,"""WS10"","
UK,WS11,"""WS11"","
UK,WS12,"""WS12"","
UK,WS13,"""WS13"","
UK,WS14,"""WS14"","
UK,WS15,"""WS15"","
UK,WS2,"""WS2"","
UK,WS3,"""WS3"","
UK,WS4,"""WS4"","
UK,WS5,"""WS5"","
UK,WS6,"""WS6"","
UK,WS7,"""WS7"","
UK,WS8,"""WS8"","
UK,WS9,"""WS9"","
UK,WV1,"""WV1"","
UK,WV10,"""WV10"","
UK,WV11,"""WV11"","
UK,WV12,"""WV12"","
UK,WV13,"""WV13"","
UK,WV14,"""WV14"","
UK,WV15,"""WV15"","
UK,WV16,"""WV16"","
UK,WV2,"""WV2"","
UK,WV3,"""WV3"","
UK,WV4,"""WV4"","
UK,WV5,"""WV5"","
UK,WV6,"""WV6"","
UK,WV7,"""WV7"","
UK,WV8,"""WV8"","
UK,WV9,"""WV9"","
UK,PO21,"""PO21"","
UK,PO22,"""PO22"","
UK,PO3,"""PO3"","
UK,CB1,"""CB1"","
UK,CB10,"""CB10"","
UK,CB11,"""CB11"","
UK,CB2,"""CB2"","
UK,CB21,"""CB21"","
UK,CB22,"""CB22"","
UK,CB23,"""CB23"","
UK,CB24,"""CB24"","
UK,CB25,"""CB25"","
UK,CB3,"""CB3"","
UK,CB4,"""CB4"","
UK,CB5,"""CB5"","
UK,CB6,"""CB6"","
UK,CB7,"""CB7"","
UK,CB8,"""CB8"","
UK,CB9,"""CB9"","
UK,CO1,"""CO1"","
UK,CO10,"""CO10"","
UK,CO11,"""CO11"","
