country name,postcode,
UK,CO12,"""CO12"","
UK,CO13,"""CO13"","
UK,CO14,"""CO14"","
UK,CO15,"""CO15"","
UK,CO16,"""CO16"","
UK,CO2,"""CO2"","
UK,CO3,"""CO3"","
UK,CO4,"""CO4"","
UK,CO5,"""CO5"","
UK,CO6,"""CO6"","
UK,CO7,"""CO7"","
UK,CO8,"""CO8"","
UK,CO9,"""CO9"","
UK,DE1,"""DE1"","
UK,DE11,"""DE11"","
UK,DE12,"""DE12"","
UK,DE13,"""DE13"","
UK,DE14,"""DE14"","
UK,DE15,"""DE15"","
UK,DE21,"""DE21"","
UK,DE22,"""DE22"","
UK,DE23,"""DE23"","
UK,DE24,"""DE24"","
UK,DE3,"""DE3"","
UK,DE4,"""DE4"","
UK,DE45,"""DE45"","
UK,DE5,"""DE5"","
UK,DE55,"""DE55"","
UK,DE56,"""DE56"","
UK,DE6,"""DE6"","
UK,DE65,"""DE65"","
UK,DE7,"""DE7"","
UK,DE72,"""DE72"","
UK,DE73,"""DE73"","
UK,DE74,"""DE74"","
UK,DE75,"""DE75"","
UK,DE99,"""DE99"","
UK,DN1,"""DN1"","
UK,DN10,"""DN10"","
UK,DN11,"""DN11"","
UK,DN12,"""DN12"","
UK,DN14,"""DN14"","
UK,DN15,"""DN15"","
UK,DN16,"""DN16"","
UK,DN17,"""DN17"","
UK,DN18,"""DN18"","
UK,DN19,"""DN19"","
UK,DN2,"""DN2"","
UK,DN20,"""DN20"","
UK,DN21,"""DN21"","
UK,DN22,"""DN22"","
UK,DN3,"""DN3"","
UK,DN31,"""DN31"","
UK,DN32,"""DN32"","
UK,DN33,"""DN33"","
UK,DN34,"""DN34"","
UK,DN35,"""DN35"","
UK,DN36,"""DN36"","
UK,DN37,"""DN37"","
UK,DN38,"""DN38"","
UK,DN39,"""DN39"","
UK,DN4,"""DN4"","
UK,DN40,"""DN40"","
UK,DN41,"""DN41"","
UK,DN5,"""DN5"","
UK,DN55,"""DN55"","
UK,DN6,"""DN6"","
UK,DN7,"""DN7"","
UK,DN8,"""DN8"","
UK,DN9,"""DN9"","
UK,IP1,"""IP1"","
UK,IP10,"""IP10"","
UK,IP11,"""IP11"","
UK,IP12,"""IP12"","
UK,IP13,"""IP13"","
UK,IP14,"""IP14"","
UK,IP15,"""IP15"","
UK,IP16,"""IP16"","
UK,IP17,"""IP17"","
UK,IP18,"""IP18"","
UK,IP19,"""IP19"","
UK,IP2,"""IP2"","
UK,IP20,"""IP20"","
UK,IP21,"""IP21"","
UK,IP22,"""IP22"","
UK,IP23,"""IP23"","
UK,IP24,"""IP24"","
UK,IP25,"""IP25"","
UK,IP26,"""IP26"","
UK,IP27,"""IP27"","
UK,IP28,"""IP28"","
UK,IP29,"""IP29"","
UK,IP3,"""IP3"","
UK,IP30,"""IP30"","
UK,IP31,"""IP31"","
UK,IP32,"""IP32"","
UK,IP33,"""IP33"","
UK,IP4,"""IP4"","
UK,IP5,"""IP5"","
UK,IP6,"""IP6"","
UK,IP7,"""IP7"","
UK,IP8,"""IP8"","
UK,IP9,"""IP9"","
UK,IP98,"""IP98"","
UK,LE1,"""LE1"","
UK,LE10,"""LE10"","
UK,LE11,"""LE11"","
UK,LE12,"""LE12"","
UK,LE13,"""LE13"","
UK,LE14,"""LE14"","
UK,LE15,"""LE15"","
UK,LE16,"""LE16"","
UK,LE17,"""LE17"","
UK,LE18,"""LE18"","
UK,LE19,"""LE19"","
UK,LE2,"""LE2"","
UK,LE21,"""LE21"","
UK,LE3,"""LE3"","
UK,LE4,"""LE4"","
UK,LE41,"""LE41"","
UK,LE5,"""LE5"","
UK,LE55,"""LE55"","
UK,LE6,"""LE6"","
UK,LE65,"""LE65"","
UK,LE67,"""LE67"","
UK,LE7,"""LE7"","
UK,LE8,"""LE8"","
UK,LE87,"""LE87"","
UK,LE9,"""LE9"","
UK,LE94,"""LE94"","
UK,LE95,"""LE95"","
UK,LN1,"""LN1"","
UK,LN10,"""LN10"","
UK,LN11,"""LN11"","
UK,LN12,"""LN12"","
UK,LN13,"""LN13"","
UK,LN2,"""LN2"","
UK,LN3,"""LN3"","
UK,LN4,"""LN4"","
UK,LN5,"""LN5"","
UK,LN6,"""LN6"","
UK,LN7,"""LN7"","
UK,LN8,"""LN8"","
UK,LN9,"""LN9"","
UK,NG1,"""NG1"","
UK,NG10,"""NG10"","
UK,NG11,"""NG11"","
UK,NG12,"""NG12"","
UK,NG13,"""NG13"","
UK,NG14,"""NG14"","
UK,NG15,"""NG15"","
UK,NG16,"""NG16"","
UK,NG17,"""NG17"","
UK,NG18,"""NG18"","
UK,NG19,"""NG19"","
UK,NG2,"""NG2"","
UK,NG20,"""NG20"","
UK,NG21,"""NG21"","
UK,NG22,"""NG22"","
UK,NG23,"""NG23"","
UK,NG24,"""NG24"","
UK,NG25,"""NG25"","
UK,NG3,"""NG3"","
UK,NG31,"""NG31"","
UK,NG32,"""NG32"","
UK,NG33,"""NG33"","
UK,NG34,"""NG34"","
UK,NG4,"""NG4"","
UK,NG5,"""NG5"","
UK,NG6,"""NG6"","
UK,NG7,"""NG7"","
UK,NG70,"""NG70"","
UK,NG8,"""NG8"","
UK,NG80,"""NG80"","
UK,NG9,"""NG9"","
UK,NG90,"""NG90"","
UK,NR1,"""NR1"","
UK,NR10,"""NR10"","
UK,NR11,"""NR11"","
UK,NR12,"""NR12"","
UK,NR13,"""NR13"","
UK,NR14,"""NR14"","
UK,NR15,"""NR15"","
UK,NR16,"""NR16"","
UK,NR17,"""NR17"","
UK,NR18,"""NR18"","
UK,NR19,"""NR19"","
UK,NR2,"""NR2"","
UK,NR20,"""NR20"","
UK,NR21,"""NR21"","
UK,NR22,"""NR22"","
UK,NR23,"""NR23"","
UK,NR24,"""NR24"","
UK,NR25,"""NR25"","
UK,NR26,"""NR26"","
UK,NR27,"""NR27"","
UK,NR28,"""NR28"","
UK,NR29,"""NR29"","
UK,NR3,"""NR3"","
UK,NR30,"""NR30"","
UK,NR31,"""NR31"","
UK,NR32,"""NR32"","
UK,NR33,"""NR33"","
UK,NR34,"""NR34"","
UK,NR35,"""NR35"","
UK,NR4,"""NR4"","
UK,NR5,"""NR5"","
UK,NR6,"""NR6"","
UK,NR7,"""NR7"","
UK,NR8,"""NR8"","
UK,NR9,"""NR9"","
UK,NR99,"""NR99"","
UK,PE1,"""PE1"","
UK,PE10,"""PE10"","
UK,PE11,"""PE11"","
UK,PE12,"""PE12"","
UK,PE13,"""PE13"","
UK,PE14,"""PE14"","
UK,PE15,"""PE15"","
UK,PE16,"""PE16"","
UK,PE19,"""PE19"","
UK,PE2,"""PE2"","
UK,PE20,"""PE20"","
UK,PE21,"""PE21"","
UK,PE22,"""PE22"","
UK,PE23,"""PE23"","
UK,PE24,"""PE24"","
UK,PE25,"""PE25"","
UK,PE26,"""PE26"","
UK,PE27,"""PE27"","
UK,PE28,"""PE28"","
UK,PE29,"""PE29"","
UK,PE3,"""PE3"","
UK,PE30,"""PE30"","
UK,PE31,"""PE31"","
UK,PE32,"""PE32"","
UK,PE33,"""PE33"","
UK,PE34,"""PE34"","
UK,PE35,"""PE35"","
UK,PE36,"""PE36"","
UK,PE37,"""PE37"","
UK,PE38,"""PE38"","
UK,PE4,"""PE4"","
UK,PE5,"""PE5"","
UK,PE6,"""PE6"","
UK,PE7,"""PE7"","
UK,PE8,"""PE8"","
UK,PE9,"""PE9"","
UK,PE99,"""PE99"","
UK,S1,"""S1"","
UK,S10,"""S10"","
UK,S11,"""S11"","
UK,S12,"""S12"","
UK,S13,"""S13"","
UK,S14,"""S14"","
UK,S17,"""S17"","
UK,S18,"""S18"","
UK,S2,"""S2"","
UK,S20,"""S20"","
UK,S21,"""S21"","
UK,S25,"""S25"","
UK,S26,"""S26"","
UK,S3,"""S3"","
UK,S32,"""S32"","
UK,S33,"""S33"","
UK,S35,"""S35"","
UK,S36,"""S36"","
UK,S4,"""S4"","
UK,S40,"""S40"","
UK,S41,"""S41"","
UK,S42,"""S42"","
UK,S43,"""S43"","
UK,S44,"""S44"","
UK,S45,"""S45"","
UK,S49,"""S49"","
UK,S5,"""S5"","
UK,S6,"""S6"","
UK,S60,"""S60"","
UK,S61,"""S61"","
UK,S62,"""S62"","
UK,S63,"""S63"","
UK,S64,"""S64"","
UK,S65,"""S65"","
UK,S66,"""S66"","
UK,S7,"""S7"","
UK,S70,"""S70"","
UK,S71,"""S71"","
UK,S72,"""S72"","
UK,S73,"""S73"","
UK,S74,"""S74"","
UK,S75,"""S75"","
UK,S8,"""S8"","
UK,S80,"""S80"","
UK,S81,"""S81"","
UK,S9,"""S9"","
UK,S96,"""S96"","
UK,S97,"""S97"","
UK,S98,"""S98"","
UK,S99,"""S99"","
UK,BR1,"""BR1"","
UK,BR2,"""BR2"","
UK,BR3,"""BR3"","
UK,BR4,"""BR4"","
UK,BR5,"""BR5"","
UK,BR6,"""BR6"","
UK,BR7,"""BR7"","
UK,BR8,"""BR8"","
UK,CR0,"""CR0"","
UK,CR2,"""CR2"","
UK,CR3,"""CR3"","
UK,CR4,"""CR4"","
UK,CR44,"""CR44"","
UK,CR5,"""CR5"","
UK,CR6,"""CR6"","
UK,CR7,"""CR7"","
UK,CR8,"""CR8"","
UK,CR9,"""CR9"","
UK,CR90,"""CR90"","
UK,DA1,"""DA1"","
UK,DA10,"""DA10"","
UK,DA11,"""DA11"","
UK,DA12,"""DA12"","
UK,DA13,"""DA13"","
UK,DA14,"""DA14"","
UK,DA15,"""DA15"","
UK,DA16,"""DA16"","
UK,DA17,"""DA17"","
UK,DA18,"""DA18"","
UK,DA2,"""DA2"","
UK,DA3,"""DA3"","
UK,DA4,"""DA4"","
UK,DA5,"""DA5"","
UK,DA6,"""DA6"","
UK,DA7,"""DA7"","
UK,DA8,"""DA8"","
UK,DA9,"""DA9"","
UK,EN1,"""EN1"","
UK,EN10,"""EN10"","
UK,EN11,"""EN11"","
UK,EN2,"""EN2"","
UK,EN3,"""EN3"","
UK,EN4,"""EN4"","
UK,EN5,"""EN5"","
UK,EN6,"""EN6"","
UK,EN7,"""EN7"","
UK,EN8,"""EN8"","
UK,EN9,"""EN9"","
UK,PO4,"""PO4"","
UK,HA0,"""HA0"","
UK,HA1,"""HA1"","
UK,HA2,"""HA2"","
UK,HA3,"""HA3"","
UK,HA4,"""HA4"","
UK,HA5,"""HA5"","
UK,HA6,"""HA6"","
UK,HA7,"""HA7"","
UK,HA8,"""HA8"","
UK,HA9,"""HA9"","
UK,IG1,"""IG1"","
UK,IG10,"""IG10"","
UK,IG11,"""IG11"","
UK,IG2,"""IG2"","
UK,IG3,"""IG3"","
UK,IG4,"""IG4"","
UK,IG5,"""IG5"","
UK,IG6,"""IG6"","
UK,IG7,"""IG7"","
UK,IG8,"""IG8"","
UK,IG9,"""IG9"","
